0.339,0.401,1.7,0.4,PG
0.401,0.487,6.9,1.5,PG
0.333,0.533,0.8,0.3,PG
0.314,0.434,1.1,0.4,PG
0.369,0.421,4.2,0.7,PG
0.346,0.413,2.9,0.9,PG
0.353,0.426,2.5,0.9,PG
0.321,0.368,4.2,1.1,PG
0.317,0.415,4.8,1.2,PG
0.322,0.412,3.9,1.1,PG
0.318,0.381,1.8,0.5,PG
0.156,0.234,0.8,0.2,PG
0.371,0.413,2.3,0.7,PG
0.4,0.437,5,1.8,PG
0.369,0.444,6.9,1.1,PG
0.294,0.44,3.1,0.6,PG
0.333,0.466,3.5,0.7,PG
0.2,0.374,2.2,0.4,PG
0,0.519,1.8,0.5,PG
0.347,0.411,8.7,1.4,PG
0.5,0.444,0.5,0,PG
0,0,1,0,PG
1,0.667,0.8,0.3,PG
0.354,0.404,3.2,0.8,PG
0.359,0.414,3.4,0.8,PG
0,0.143,0.3,0.5,PG
0.219,0.42,2.2,0.4,PG
0.333,0.525,3.4,1,PG
0.305,0.391,3.2,1.4,PG
0.394,0.425,3,0.6,PG
0.414,0.493,3.6,0.9,PG
0.329,0.446,3.9,0.7,PG
0.367,0.437,4.8,0.9,PG
0.333,0.389,2.6,0.7,PG
0.333,0.46,2.5,0.4,PG
0.287,0.337,2.8,0.7,PG
0.295,0.393,2.4,0.6,PG
0.255,0.46,3.7,0.4,PG
0.358,0.419,8.2,2,PG
0.298,0.43,2.7,0.7,PG
0.271,0.411,2.7,0.6,PG
0.36,0.491,2.6,0.9,PG
0.314,0.434,7.6,1,PG
0.5,0.625,1.3,1,PG
0.4,0.419,2,0.5,PG
0.359,0.405,8,1.2,PG
0.37,0.482,4.3,0.6,PG
0.353,0.387,2.9,0.9,PG
0.311,0.404,6.1,1.3,PG
0.369,0.434,7,1.2,PG
0.395,0.485,5,1,PG
0.341,0.414,4.1,0.8,PG
0.402,0.43,3,0.5,PG
0,0.563,7.7,1.4,PG
0,0,0,0,PG
0.322,0.428,4.8,1.3,PG
0.344,0.44,4.3,1.3,PG
0.289,0.413,5.4,1.3,PG
0.326,0.419,3.6,0.5,PG
0.259,0.344,0.4,0.5,PG
0.333,0.423,8.2,1,PG
0.37,0.425,2.1,0.2,PG
0.212,0.46,3.9,0.5,PG
0,0,0,0,PG
0.378,0.41,4.8,0.9,PG
0.356,0.434,5.9,1.2,PG
0.302,0.444,8.7,1.5,PG
0.211,0.424,0.7,0.3,PG
0.41,0.476,1.6,0.3,PG
0.29,0.428,10.7,1.9,PG
0.338,0.479,3.9,1,PG
0.298,0.434,3.3,1.2,PG
0.333,0.433,2.2,0.9,PG
0.256,0.434,5.3,1.6,PG
0.324,0.418,8.1,0.9,PG
0.261,0.306,0.3,0.1,SF
0.312,0.408,0.5,0.5,SF
0.265,0.543,3,1.3,SF
0.332,0.453,0.7,0.7,SF
0.334,0.399,3.7,1.3,SF
0.36,0.379,3.3,1.5,SF
0.322,0.409,3.8,1.2,SF
0.408,0.455,1.9,0.6,SF
0.342,0.402,2.9,0.4,SF
0.25,0.423,0.6,0.6,SF
0.389,0.45,3.3,0.9,SF
0.256,0.443,0.5,0.3,SF
0.425,0.497,2,0.9,SF
0.318,0.431,1.3,1,SF
0.286,0.408,1.4,1.7,SF
0.333,0.446,1.2,0.8,SF
0.335,0.43,2.1,1.6,SF
0.325,0.464,1.2,0.7,SF
0.375,0.402,0.9,0.6,SF
0.319,0.415,1.5,0.4,SF
0.338,0.461,4,1.8,SF
0.369,0.427,1.5,0.4,SF
0.349,0.534,0.7,0.6,SF
0.325,0.348,0.7,0.2,SF
0.238,0.333,0.4,0.6,SF
0.378,0.431,1.3,2.1,SF
0.39,0.427,1.1,1.8,SF
0.372,0.433,1.5,2.3,SF
0.324,0.442,1,0.5,SF
0,0.5,1.2,0.4,SF
0,0.5,1.3,0.3,SF
0,0.5,1,1,SF
0.331,0.399,1.7,0.8,SF
0.318,0.5,0.8,0.7,SF
0.353,0.521,5.9,0.7,SF
0.25,0.25,0,0,SF
0.353,0.469,0.7,0.7,SF
0.367,0.493,0.7,1,SF
0.306,0.41,0.8,0.2,SF
0.311,0.432,1.2,0.9,SF
0.433,0.463,2.6,0.7,SF
0.386,0.438,4.1,2.2,SF
0,0,0,0,SF
0.275,0.487,1.2,1.1,SF
0.276,0.412,1.5,1,SF
0.2,0.4,0.4,0.2,SF
0.317,0.382,1.3,0.5,SF
0,0,0,0,SF
0.184,0.411,1.6,0.7,SF
0.416,0.468,1,0.5,SF
0.28,0.459,0.8,0.5,SF
0.333,0.5,3.2,0.9,SF
0.33,0.497,3,0.5,SF
0.367,0.412,1.1,0.4,SF
0.355,0.447,1.2,0.4,SF
0.346,0.424,1.3,0.4,SF
0.372,0.484,1,0.3,SF
0.339,0.51,8.3,1.3,SF
0.429,0.5,0,0.3,SF
0.5,0.5,0,0.3,SF
0,0.5,0,0,SF
0.288,0.389,1.3,0.9,SF
0.282,0.381,1.3,1,SF
0.324,0.418,1.6,0.7,SF
0.329,0.352,0.6,0.4,SF
0.38,0.398,0.6,0.5,SF
0.231,0.25,0.6,0.2,SF
0.308,0.494,0.6,0.8,SF
0.357,0.419,0.4,0.6,SF
0.2,0.364,2.2,1.2,SF
0,0,0,0,SF
0.315,0.45,0.8,0.7,SF
0.326,0.509,0.7,0.4,SF
0.371,0.496,3.3,1.8,SF
0.312,0.429,3.9,1.1,SF
0.31,0.376,0.5,0.4,SF
0.227,0.302,0.2,0.2,SF
0.33,0.394,0.8,0.5,SF
0.38,0.414,2.3,0.8,SF
0.408,0.491,0.9,0.2,SF
0.356,0.487,0.4,0.3,SF
0.378,0.441,4.3,1,SF
0.33,0.36,0.7,0.5,SF
0.314,0.34,0.6,0.5,SF
0.364,0.4,1.1,0.6,SF
0.365,0.39,2.1,0.6,SF
0.476,0.423,0.1,0.1,SF
0.326,0.329,0.9,0.3,SF
0.318,0.333,0.8,0.3,SF
0.5,0.25,1.3,0.3,SF
0.32,0.423,0.3,0.3,SF
0.32,0.353,0.5,0.1,SF
0.385,0.429,0.4,0.1,SF
0.25,0.231,1,0,SF
0.386,0.475,1.5,0.7,SF
0.348,0.427,2.6,0.8,SF
0.32,0.445,1.2,1.2,SF
0.311,0.433,0.7,0.9,SF
0.325,0.453,1.6,1.4,SF
0.309,0.374,1.7,0.8,SF
0.333,0.5,0.5,0.2,SF
0.406,0.465,2.1,1.5,SF
0.369,0.457,2,1.6,SF
0.488,0.483,2.7,1.2,SF
0,0.594,0.9,0.6,SF
0.29,0.42,0.4,0.3,SF
0.357,0.537,1,1,SF
0.436,0.477,0.5,0.9,SF
0.429,0.453,2.2,0.7,SF
0.397,0.452,0.9,0.4,SF
0.373,0.45,2.1,1.1,SF
0.39,0.441,2.1,1,SF
0.428,0.486,1.5,1.2,SF
0.208,0.333,0.8,0.7,SF
0.125,0.294,0.5,0.3,SF
0.339,0.412,2.5,1,SF
0.333,0.384,1.8,1,SF
0.318,0.449,0.5,0.5,SF
0.375,0.433,4.3,1.1,SF
0.323,0.357,0.6,0.5,SG
0,0.3,0.9,0.3,SG
0.25,0.333,1.3,0.1,SG
0.323,0.376,0.7,0.2,SG
0.472,0.461,4,0.8,SG
0.437,0.475,1.1,0.3,SG
0.077,0.2,1,0.4,SG
0.111,0.25,1.2,0.5,SG
0,0,0.5,0.3,SG
0.32,0.402,2.3,1.3,SG
0.351,0.475,5.5,1.5,SG
0.402,0.474,1.2,0.7,SG
0.372,0.413,1.7,0.4,SG
0.289,0.446,2.5,1.3,SG
0.294,0.255,0.8,0.1,SG
0.396,0.419,0.7,0.2,SG
0.36,0.418,3.8,1,SG
0.326,0.467,6.8,0.9,SG
0.351,0.408,2.4,0.7,SG
0.337,0.383,2,0.6,SG
0.384,0.463,4,1,SG
0.409,0.452,0.5,0.1,SG
0.426,0.505,3.2,0.7,SG
0.278,0.45,0.9,0.3,SG
0.258,0.398,1.2,0.5,SG
0.344,0.465,1.4,0.9,SG
0.361,0.465,1.4,0.4,SG
0.377,0.412,2,0.6,SG
0.388,0.413,2.5,0.5,SG
0.343,0.412,1.1,0.8,SG
0.363,0.405,2,0.6,SG
0.372,0.412,1.2,0.4,SG
0.378,0.4,2.9,0.7,SG
0,0.45,0.8,0.6,SG
0.296,0.402,0.3,0.2,SG
0.378,0.471,4.3,2.4,SG
0.347,0.43,1.3,0.9,SG
0.327,0.394,1.6,0.4,SG
0.324,0.448,2.4,0.7,SG
0.33,0.466,2,0.5,SG
0.378,0.367,1.1,0.5,SG
0.332,0.397,3.6,0.5,SG
0.45,0.456,0.9,0.5,SG
0.381,0.411,0.5,0.5,SG
0.156,0.481,6.2,1.1,SG
0.167,0.455,0.3,0.4,SG
0.265,0.403,1.1,0.5,SG
0.327,0.427,6,1.1,SG
0.333,0.405,1.2,0.3,SG
0.256,0.36,0.6,0.3,SG
0.366,0.429,1.9,0.3,SG
0.368,0.415,1.8,0.8,SG
0.25,0.381,0.8,0.3,SG
0.371,0.403,1.4,1,SG
0.368,0.375,1.2,1,SG
0.373,0.421,1.5,1.1,SG
0.267,0.34,0.8,0.2,SG
0.356,0.389,2.4,0.8,SG
0.366,0.429,1,0.5,SG
0.426,0.456,2.1,0.5,SG
0.34,0.438,3.6,0.9,SG
0,0.333,0.1,0.1,SG
0,0.276,1.3,0.5,SG
0.286,0.419,3.1,0.9,SG
0.355,0.388,1.1,0.5,SG
0,0.407,1.8,0.3,SG
0.36,0.409,1.9,0.6,SG
0.297,0.335,1,0.4,SG
0.455,0.465,1.6,0.9,SG
0.354,0.4,0.5,0.5,SG
0.348,0.383,1.2,0.3,SG
0,0.25,2.5,0.5,SG
0.34,0.393,2.4,0.8,SG
0.347,0.388,2.7,0.9,SG
0.321,0.404,1.9,0.6,SG
0.339,0.424,2.2,1,SG
0.474,0.5,2.4,0.5,SG
0.27,0.432,1.9,1.2,SG
0.336,0.407,1.4,1,SG
0.427,0.458,2.5,0.7,SG
0.325,0.472,7.7,1.6,SG
0.348,0.386,1.8,1.5,SG
0.359,0.383,2.2,1.8,SG
0.333,0.389,1.4,1.2,SG
0.356,0.435,1.8,0.8,SG
0.362,0.427,2,0.8,SG
0.345,0.452,1.3,0.8,SG
0.385,0.419,2.9,0.9,SG
0.4,0.462,3,1,SG
0,0,0,0.3,SG
0.324,0.413,2.3,0.9,SG
0.379,0.4,0.8,0,SG
1,1,0.3,0,SG
0.357,0.388,1,0,SG
0.394,0.438,1.8,0.4,SG
0.326,0.4,1.1,0.6,SG
0.384,0.408,1.2,0.4,SG
0.348,0.44,2.2,1.1,SG
0.374,0.467,4.5,1,SG
0.291,0.411,1.1,0.6,SG
0.313,0.447,1.3,0.7,SG
0.282,0.39,1,0.6,SG
0.397,0.441,0.4,0.4,SG
0,0,0,1,SG
0.455,0.37,0.9,0.1,SG
0,0.333,1,0,SG
0.2,0.211,2.5,0.5,SG
0.369,0.386,2.4,0.9,SG
0,0.667,0,0,SG
0.321,0.413,1,0.8,SG
0.25,0.222,0.7,0.7,SG
0.333,0.444,1,0.8,SG
0.375,0.459,3,0.8,SG
0.351,0.403,1.7,0.5,SG
0.415,0.391,0.2,0.3,SG
0.286,0.469,1.1,0.5,SG
0.444,0.538,1,0.1,SG
0.318,0.391,0.9,0.4,SG
0.362,0.432,4.2,1.4,SG
0.182,0.3,1.1,0.1,SG
0.33,0.387,1.6,0.5,SG
0.432,0.481,1.9,0.8,SG
0.333,0.4,1,0.5,SG
0.1,0.409,0.2,0.2,SG
0.32,0.481,1.1,0.7,SG
0.279,0.386,1.2,1.2,SG
0.343,0.423,5.2,1.7,SG
0.261,0.342,1.2,0.3,SG
0.4,0.483,1.5,0.7,SG
0.397,0.44,2.7,0.4,SG
0.5,0.417,0.3,0.1,SG
0.412,0.423,0.7,0.3,SG
0.357,0.412,4.1,1.1,SG
0.32,0.31,0,0,SG
0.318,0.406,2.2,0.6,SG
0.311,0.392,2,0.6,SG
0.321,0.413,2.3,0.6,SG
0.316,0.4,0.6,0.3,SG
0.383,0.428,1.7,0.9,SG
0.379,0.467,0.7,0.6,SG
0.316,0.406,1.5,0.4,SG
0.317,0.404,1.1,0.3,SG
0.315,0.407,1.7,0.5,SG
0.422,0.431,1.5,0.5,SG
0.404,0.441,1.1,0.4,SG
0.45,0.414,2.3,0.5,SG
0.348,0.374,1.8,1,SG
0.366,0.382,2.2,1.1,SG
0.296,0.347,1.1,0.6,SG
1,1,0,0,SG
0.229,0.364,2.3,0.4,SG
0.345,0.444,0.7,0.1,SG
0.364,0.422,4,1.8,SG
0.308,0.342,1.9,1,SG
0.375,0.412,1.7,0.3,SG
0.372,0.402,1.2,0.3,SG
0.344,0.419,1.4,0.3,SG
0.429,0.367,0.8,0.3,SG
0,0.5,0,1,SG
0.371,0.426,2.1,0.6,SG
0.341,0.422,1.4,1,SG
0.352,0.429,1.4,1,SG
0.296,0.396,1.4,1,SG
0.235,0.308,0.9,0.2,SG
0.279,0.343,1.9,0.4,SG
0.286,0.319,0.3,0.3,SG
0.402,0.467,2.4,1.1,SG
0.2,0.347,0.3,0.2,SG
0.238,0.32,0.3,0.1,SG
0.394,0.448,1.9,0.4,SG
0.33,0.433,4.2,0.8,SG
0.377,0.414,2.8,0.7,SG
0.385,0.348,0.5,0.4,SG
0.313,0.486,0.8,0.4,SG
0.361,0.425,5.4,0.8,SG
0.375,0.333,0.5,0,SG
