0,0.595,1.6,1.5,C
0.2,0.576,2.2,0.9,C
0.238,0.519,2.4,0.5,C
0.133,0.59,1.4,0.5,C
0,0,0.3,0,C
0,0.585,1.8,0.9,C
0.3,0.481,0.8,0.3,C
0.344,0.471,1.1,0.2,C
0,0.516,1.1,0.3,C
0,0.603,0.8,0.4,C
0,0.571,0.6,0.2,C
0,0.5,1,0.3,C
0,0.5,0.3,0.7,C
0.333,0.616,1.3,0.3,C
0,0.648,1.4,0.7,C
0.188,0.485,1.8,0.6,C
0.5,0.556,2.4,1.2,C
0,0.616,0.7,0.4,C
0,0.667,0.9,0.3,C
0,0.609,0.6,0.4,C
0.331,0.473,0.9,0.3,C
0.274,0.48,3.6,1.3,C
0.331,0.517,3.9,1.6,C
0,0.682,0.6,0.3,C
0,0.616,0.8,0.4,C
0,0,0,0,C
0.382,0.492,1.4,1.1,C
0,0.2,0,0.5,C
0.339,0.501,0.9,0.6,C
0.132,0.533,1.4,1.7,C
0.3,0.484,3.7,0.7,C
0.32,0.589,0.5,0.5,C
0.2,0.595,0.2,0.2,C
0.35,0.587,0.7,0.6,C
0.218,0.586,1.2,0.7,C
0,0.531,0.6,0.2,C
0.405,0.368,0.6,0.2,C
0.363,0.448,4.4,1.1,C
0.344,0.444,4.7,1.1,C
0.442,0.465,3.9,0.9,C
0.462,0.447,1.7,0.2,C
0.5,0.466,1.9,0.2,C
0.333,0.167,0.7,0,C
0,0.669,2,0.8,C
0,0.532,1.4,0.1,C
0.176,0.615,2,0.9,C
0,0.333,0.2,0,C
0.355,0.463,1,0.5,C
0.385,0.519,1,0.3,C
0,0.517,0.6,0.4,C
0,0.608,0.9,0.6,C
0.36,0.535,4.2,0.9,C
0,0.623,0.4,0.8,C
0.273,0.286,0,0.2,C
0.29,0.529,1.3,0.4,C
0.3,0.503,1.2,0.3,C
0.307,0.511,7.3,1.4,C
0,0.716,1.2,0.5,C
0,0.641,2.3,0.6,C
0,0.644,2,0.7,C
0,0.634,3,0.5,C
0.36,0.463,1.3,0.3,C
0.294,0.549,1.7,0.5,C
0.318,0.536,1.9,0.4,C
0.25,0.577,1.4,0.6,C
0,0.477,0.9,0.4,C
0.363,0.494,1.1,0.4,C
0.45,0.545,1.2,0.2,C
0.1,0.625,1.5,0.6,C
0.365,0.452,1.2,0.6,C
0.226,0.568,1.2,0.1,C
0.188,0.452,0.7,0.7,C
0.333,0.44,0.5,0.3,C
0.4,0.615,0.9,0.3,C
0,0.607,0.6,0.3,C
0.5,0.625,1.5,0.2,C
0.083,0.624,0.7,0.6,C
0.324,0.491,1,0.3,C
0.2,0.487,0.6,0.3,C
0,0.46,0.4,0.3,C
0,0.6,0.5,0,C
1,0.652,2.3,0.3,C
0.337,0.52,3.2,1.5,C
0,0.516,2.1,0.5,C
0,0.587,0.6,0.9,C
0.103,0.508,3.2,1,C
0.083,0.507,1.2,0.2,C
0.2,0.586,0.7,0.3,C
0,0.44,1.3,0.5,C
0,0.286,1,0.7,C
0.2,0.593,3,0.8,C
0,0.667,0.9,0.3,C
0,0.645,1.2,0.4,C
0.307,0.597,1.5,0.6,C
0,0.694,0.6,0.8,C
0.529,0.59,2.9,0.6,C
0.4,0.405,1,0.1,C
0.286,0.222,0.5,0,C
0.388,0.549,1,0.3,C
0,0.529,2,0.7,C
0.4,0.518,3.4,0.9,C
0.388,0.487,1.6,0.8,C
0,0.694,0.5,0.2,C
0.292,0.559,1.4,0.4,C
0.3,0.575,1,0.4,C
0.278,0.545,2.2,0.3,C
0.364,0.518,3.8,1,C
0.286,0.415,0.6,0.3,C
0.429,0.538,0.5,0,C
0.125,0.571,0.8,0.6,C
0,0.591,0.5,0.3,C
0,0.706,0.2,0.3,C
0.273,0.551,2.1,0.8,C
0,0.533,0.7,0.2,C
0,0,0.5,0,C
0,0.571,0.8,0.3,C
0,0.553,0.9,0.2,C
0,0.559,1.1,0.2,C
0,0.58,0.8,0.1,C
0,0.538,1.5,0.4,C
0.133,0.222,0.8,0.1,PF
0.343,0.433,1.3,0.8,PF
0.225,0.304,0.8,0.2,PF
0.206,0.317,1.1,0.2,PF
0.333,0.222,0.2,0.1,PF
0.256,0.578,5.9,1.3,PF
0,0,0,1,PF
0.328,0.405,0.5,0.4,PF
0.313,0.504,1,0.5,PF
0.389,0.404,1.3,0.7,PF
0.176,0.49,1,0.3,PF
0.218,0.447,1.2,0.4,PF
0.429,0.45,1.3,0.5,PF
0.401,0.479,1.9,0.7,PF
0.354,0.494,0.9,0.4,PF
0.324,0.447,0.1,0.2,PF
0.342,0.395,1.3,0.5,PF
0.389,0.419,1.1,0.6,PF
0.2,0.3,0.1,0,PF
0.39,0.44,2,0.6,PF
0.222,0.372,0.5,0.4,PF
0.067,0.324,0.4,0.1,PF
0.263,0.384,0.6,0.6,PF
0.297,0.331,0.4,0.4,PF
0.348,0.56,2,0.4,PF
0.462,0.475,0.8,0.4,PF
0.306,0.469,1,0.8,PF
0.385,0.458,1,1.2,PF
0.286,0.471,1,0.7,PF
0.5,0.485,0.1,0,PF
0.25,0.62,0.5,0.5,PF
0.351,0.423,1.4,0.6,PF
0.447,0.411,0.8,0.4,PF
0.5,0.4,0.5,0,PF
0.441,0.412,0.9,0.4,PF
0,0.577,0.3,0.1,PF
0.402,0.504,2.6,0.8,PF
0.324,0.566,1.2,0.8,PF
0,0.503,1.5,0.5,PF
0.349,0.449,3.7,0.7,PF
0.392,0.497,1,0.8,PF
0.285,0.445,6.9,1.4,PF
0.403,0.483,0.8,0.7,PF
0.396,0.484,0.9,0.8,PF
0.413,0.482,0.6,0.5,PF
0.347,0.475,1.8,0.6,PF
0.362,0.462,5.4,0.7,PF
0.397,0.487,2.8,0.6,PF
0.434,0.496,2.7,0.7,PF
0.326,0.469,2.9,0.4,PF
0.333,0.488,0.5,0.3,PF
0.333,0.466,3.4,0.9,PF
0.365,0.439,0.8,0.4,PF
0,0.5,0.7,0.3,PF
0.363,0.438,0.8,0.5,PF
0.391,0.448,5.7,1.2,PF
0.323,0.429,1.1,0.8,PF
0.359,0.506,1.1,0.9,PF
0,0.625,0.3,0.3,PF
0.367,0.459,1.3,0.4,PF
0.5,0.25,0.1,0.1,PF
0.336,0.433,2.5,0.6,PF
0,0.25,0,0,PF
0.34,0.476,1,0.5,PF
0.353,0.453,1,0.5,PF
0.343,0.37,1.1,0.6,PF
0.363,0.378,1.2,0.6,PF
0.463,0.461,1.1,0.2,PF
0.303,0.456,2.5,0.6,PF
0.462,0.531,0.5,0.2,PF
0.364,0.433,0.5,0.2,PF
1,0.684,0.6,0.3,PF
0.258,0.541,0.4,0.2,PF
0.091,0.584,0.3,0.3,PF
0.361,0.385,2.2,0.3,PF
0.4,0.5,0.2,0.1,PF
0.255,0.418,1.4,0.5,PF
0.307,0.373,0.9,0.4,PF
0.361,0.43,1.4,0.7,PF
0.351,0.413,0.4,0.1,PF
0,0.25,0,0.5,PF
0.333,0.444,0.5,0.3,PF
0,0.328,0.4,0.2,PF
0.365,0.484,2,1.2,PF
0.365,0.439,1.2,0.7,PF
0.368,0.447,1.1,0.7,PF
0.356,0.415,1.4,0.7,PF
1,0.429,0.8,0.2,PF
0,0,0,0,PF
1,0.429,1,0.3,PF
0.375,0.447,1.5,0.6,PF
0.335,0.421,1.4,0.6,PF
0.333,0.436,1.8,0.7,PF
0.339,0.391,0.8,0.5,PF
0,0.5,0.3,0,PF
0,0.534,0.5,0.2,PF
0.348,0.402,1.2,0.3,PF
0.342,0.392,1.3,0.4,PF
0.368,0.434,0.8,0.2,PF
0.41,0.475,0.6,0.2,PF
0.312,0.359,0.7,0.2,PF
0.315,0.424,0.4,0.2,PF
0.354,0.463,1.8,0.7,PF
0.313,0.493,2.4,0.7,PF
0.325,0.474,2.2,0.6,PF
0.296,0.523,2.7,0.9,PF
0.336,0.374,0.5,0.3,PF
0.393,0.444,1.4,0.7,PF
0.375,0.45,1.3,0.5,PF
0.403,0.44,1.5,0.9,PF
0.391,0.494,0.8,0.2,PF
0,1,0,0,PF
0.2,0.547,1.1,0.3,PF
0.344,0.524,3.1,0.7,PF
0.286,0.391,0.3,0.3,PF
0.365,0.437,1.6,0.6,PF
0.3,0.364,2,0.3,PF
0.383,0.454,1.5,0.6,PF
0.401,0.4,0.8,0.3,PF
0.391,0.4,0.8,0.3,PF
0.412,0.4,0.8,0.3,PF
0.369,0.549,3.1,0.9,PF
0.333,0.308,0.2,0.3,PF
0,0.532,0.4,0.6,PF
0,0,0,0,PF
0,0.532,0.4,0.7,PF
0.344,0.402,1,0.6,PF
0.143,0.34,0.5,0.3,PF
0.2,0.318,0.4,0.2,PF
0,0.444,1.3,0.7,PF
0,0.571,0.7,1,PF
0,0.667,0.5,1.5,PF
0,0,1,0,PF
0.278,0.396,0.6,0.4,PF
0.377,0.382,0.7,0.3,PF
0.377,0.396,1.2,1.6,PF
0,0.474,0.2,0.4,PF
0.336,0.47,1.9,0.7,PF
0,0,0,0,PF
0,0.615,0.6,0.2,PF
0.366,0.422,1.2,0.9,PF
0.362,0.414,1.1,0.4,PF
0.346,0.521,0.4,0.3,PF
0.6,0.48,0.2,0,PF
0.286,0.533,0.8,0.9,PF
0.321,0.455,0.4,0.2,PF
0.349,0.527,2.5,1.5,PF
0.338,0.345,1.9,0.4,PG
0.373,0.447,3.3,0.8,PG
0.421,0.47,5.3,0.6,PG
0.222,0.303,0.8,0.1,PG
0.329,0.406,5.4,1.5,PG
0.297,0.418,5.6,0.6,PG
0.296,0.357,3.5,0.5,PG
0.397,0.407,3.8,0.9,PG
0.329,0.484,5.5,1.5,PG
0,0.152,0.7,0.4,PG
0.324,0.399,2.2,0.3,PG
0.214,0.324,1.1,0.5,PG
0.348,0.467,3.2,0.5,PG
0.352,0.431,2.7,0.6,PG
0.349,0.413,2.8,0.6,PG
0.356,0.463,2.6,0.5,PG
0.246,0.375,2.3,0.3,PG
0.354,0.39,2.8,0.5,PG
0.347,0.395,3.3,0.6,PG
0.368,0.379,2.7,0.3,PG
0.4,0.333,0.8,0,PG
0.333,0.303,1.8,0.7,PG
0.263,0.374,2.5,0.7,PG
0.368,0.41,1.3,0.6,PG
0.158,0.339,4.1,0.9,PG
0.48,0.445,3.1,1,PG
0.667,0.5,1,0.3,PG
0,0.333,1,0,PG
0.4,0.25,0.6,0.1,PG
0.407,0.467,6,1.4,PG
0.364,0.438,6.4,1.3,PG
0.405,0.465,1.6,0.3,PG
0.437,0.472,5.2,1.3,PG
0.338,0.405,3.8,0.3,PG
0.364,0.316,2.4,0.2,PG
0.336,0.413,4.2,0.3,PG
0.335,0.442,4.6,0.6,PG
0.348,0.413,4.8,0.8,PG
0.354,0.425,6,1.5,PG
1,0.667,0.7,0,PG
0,0.214,1.3,0.4,PG
0,0.231,1.4,0.4,PG
0,0,0,0,PG
0.29,0.419,2.6,0.3,PG
0.328,0.407,1.6,0.3,PG
0.362,0.435,1.9,0.5,PG
0.371,0.458,7.3,1.6,PG
0.366,0.444,4.2,0.5,PG
0.351,0.451,4.4,0.5,PG
0.417,0.424,3.5,0.4,PG
0.367,0.476,3.3,1.2,PG
0.333,0.261,0.9,0,PG
0.281,0.343,2.6,0.5,PG
0.364,0.418,2.6,0.7,PG
0.368,0.442,7.5,2,PG
0.31,0.38,1.8,0.5,PG
0.2,0.302,1.4,0.2,PG
0,0.5,0,0,PG
0.214,0.308,1.7,0.4,PG
0.2,0.25,1.2,0,PG
0.314,0.452,2.3,0.9,PG
0.464,0.514,2.8,0.9,PG
0.28,0.428,2.1,0.9,PG
